"Story","Title","Result","Date","Stability","Duration (s)"
"Agregar productos al carrito de aliexpress","Yo como comprador en aliexpress","FAILURE","2024-09-17T16:04:42.1231429-05:00[America/Bogota]","0.0","22.86"
